z_statistic
(0.5981343991642039+0j)
(0.9545621837856136+0j)
(0.06824426841328635+0j)
(-0.07324266017346759+0j)
(0.45738446896705504+0j)
(-0.8429255021439571+0j)
(0.45332574122480607-0j)
(-0.829242888151597+0j)
(-0.8292428881514703-0j)
(-0.24389444230770804-0j)
(-0.5630251706849353-0j)
(0.1960732631421909-0j)
(0.6397849623635867+0j)
(0.146647746854031+0j)
(-0.17184901816735038+0j)
(-0.5571143851339135-0j)
(0.35778642240595643-0j)
(0.6063848167156037+0j)
(0.9578320627838475-0j)
(0.8994049904179324+0j)
(0.7499449258292776-0j)
(0.7499449258188842+0j)
(-0.3334312501789038-0j)
(-0.33343125016042396+0j)
(0.2500550741811158-0j)
(0.2500550741707224+0j)
(0.9768603303994399-0j)
(0.9768603304002178+0j)
(-0.6548849363817378-0j)
(-0.7068879953364895+0j)
(0.3189673979648674+0j)
(-0.46835848535253055+0j)
(-0.11662402326956137+0j)
(0.6810326020351325-0j)
(-0.10646991639682236-0j)
(0.42890088740717786+0j)
(0.6601486441702138-0j)
(-0.7510095497433775+0j)
(-0.5148103519275856+0j)
(-0.9014378425218755-0j)
(0.4740822036687243-0j)
(0.3398513558297862+0j)
(-0.830119943115593+0j)
(0.7495158181148357-0j)
(0.3441785761620536+0j)
(0.41625661120866203-0j)
(-0.5248053260411636+0j)
(-0.713081499853106-0j)
(-0.6004633154830501-0j)
(-0.9616354834765183-0j)
(0.49022129318962715-0j)
(0.6248190697817907+0j)
(-0.5679903872913573+0j)
(0.5989204538564644+0j)
(-0.9653859749346609-0j)
(-0.6696708111419035-0j)
(0.5520137302713876+0j)
(-0.8115491430047729-0j)
(-0.2868900810781822+0j)
(-0.6191771546667859-0j)
(-0.24884896652645205-0j)
(0.3824023534930665-0j)
(-0.4455775154007449-0j)
(-0.37692222111504614+0j)
(-0.7022121216475313+0j)
(-0.5747049490700417-0j)
(-0.4981795538971405+0.7286661633271608j)
(-0.4981795538971405-0.7286661633271608j)
(-0.22186545076133535-0j)
(0.1815792816001898-0j)
(0.6350395993805446+0j)
(0.9915536354298322+0.07384956084922482j)
(0.9915536354298322-0.07384956084922482j)
(0.7373017316739923+0j)
(0.7373017316729316-0j)
(0.8459875584370032+0j)
(0.8459875584389407-0j)
(-0.1820504805620794-0j)
(-0.1820504805593724+0j)
(0.15401244156299665-0j)
(0.15401244156105928+0j)
(0.9185484943949668-0j)
(0.9185484943961757+0j)
(-0.8472421634992344-0j)
(-0.7544956581051407+0j)
(-0.8240736914263078-0j)
(-0.9711765066511877-0j)
(-0.3260586229105834+0j)
(-0.36281117621563735-0j)
(-0.38584364400841087+0j)
(-0.29969394342505784-0j)
(-0.28745893094005004-0j)
(-0.23475787876470272+0j)
(0.0928944282781295-0j)
(-0.10240751592099366-0j)
(-0.5969832988890812-0j)
(0.9071055717218705+0j)
(-0.5275748854270593+0j)
(0.21521074633156573+0j)
(0.21521074633139242-0j)
(-0.2742274379084326+0j)
(-0.27422743790815124-0j)
(-0.9792854185833864-0j)
(-0.9792854185775255+0j)
(-0.5166805598849721-0j)
(-0.5166805598895792+0j)
(-0.9275736985218074-0j)
(0.18023861579974565-0j)
(-0.21986717022000668-0j)
(0.8927014296938229+0j)
(0.89270142969347-0j)
(-0.12019536066272246-0j)
(-0.12019536066316536+0j)
(0.10729857030617704-0j)
(0.10729857030652998+0j)
(0.5842641579776616+0j)
(-0.7115545876737371-0j)
(0.36250328073651805-0j)
(-0.568635523582473+0j)
(-0.5686355235762285-0j)
(-0.2898880057953577-0j)
(-0.28988800579431284+0j)
(0.224738895542028-0j)
(0.2247388955414+0j)
(0.9999999999992897-0j)
(0.9999999999918313+0j)
(-8.168747278605217e-12-0j)
(8.16874727853849e-12-0j)
(-7.103258502882691e-13+0j)
(7.103258502877645e-13+0j)
(0.9999999999998986+0j)
(0.9999999999988348-0j)
(0.6395039566827294-0j)
(0.9999999999996898+0j)
(0.9999999999926001-0j)
(-7.399792422093537e-12+0j)
(7.399792422038778e-12+0j)
(-3.1018556855004265e-13-0j)
(3.1018556854994647e-13-0j)
(0.23652659338166016+0.691585643453004j)
(0.23652659338166016-0.691585643453004j)
(0.5483481743823954-0j)
(0.5326121904180413+0j)
(0.9544837274815783+0j)
(0.9386011663084993-0j)
(0.5628498716915928-0j)
(0.05876251304009298+0j)
(-0.7766726978094409+0j)
(-0.06243112270197547+0j)
(0.4371501283084071+0j)
(-2.002562619015723e-12-0j)
(-2.7131493548217857e-12+0j)
(2.0025626190117126e-12-0j)
(2.7131493548144247e-12+0j)
(0.9999999999980017-0j)
(0.9999999999972926+0j)
(0.6839392829580556+0j)
(0.6839392829595248-0j)
(-0.4621180928151594-0j)
(-0.4621180928120186+0j)
(0.31606071704047517+0j)
(0.31606071704194433-0j)
(0.2211471665606077-0j)
(0.2721773414083805+0j)
(-0.3739610716916398+0j)
(-0.2839396058739723-0j)
(0.43215131831128717+0j)
(-0.761032528993678+0j)
(0.5493006457009745-0j)
(-0.8204966766874082-0j)
(-0.8204966766858217+0j)
(-0.556660513853385+0j)
(-0.5566605138500405-0j)
(0.35759917393502144-0j)
(0.35759917393640167+0j)
(-0.7138556825735229+0j)
(-0.7138556825711929-0j)
(-0.7263446848069371+0j)
(-0.5911209678528275+0j)
(-0.7524108843341878-0j)
(-0.6935111225163858+0j)
(0.5706424269214355+0j)
(-0.32827454640548814+0j)
(-0.969749005882415-0j)
(-0.2958014586463932-0j)
(-0.7818323287691064+0.11308774776425268j)
(-0.7818323287691064-0.11308774776425268j)
(0.20041234019326554-0j)
(-0.2506446138022021-0j)
(0.7773036646343915+0j)
(0.9999999999915458+0j)
(0.29860836748883357-0j)
(-0.4257369972033129-0j)
(-8.454275905974792e-12-0j)
(-4.7535221186665524e-12+0j)
(8.454275905903317e-12-0j)
(4.753522118643957e-12+0j)
(0.8332050096606476+0j)
(0.8332050096575344-0j)
(0.3332305319742069+0j)
(0.3332305319802636-0j)
(-0.4997687326038694+0j)
(-0.49976873261749283-0j)
(0.6667694680197365+0j)
(0.6667694680257932-0j)
(0.6001852710358087-0j)
(0.6001852710434092+0j)
(0.6845281487606337+0j)
