z_statistic
(0.6317783532077723+0j)
(-0.5828335917535482-0j)
(-0.5146174297264807+0j)
(0.003930471347174853+0j)
(-0.003945980912086307+0j)
(-0.851936346067506-0j)
(0.47210763382139487-0j)
(-0.6878943156857128-0j)
(-0.7111546921879134+0j)
(-0.8943255558684546-0j)
(0.7596773644676081+0j)
(0.6556039253087866+0j)
(-0.5253111846897566-0j)
(-0.523935941163495+0j)
(0.005138301631776113-0j)
(-0.027380986822395703-0j)
(0.02665124931607195-0j)
(-0.005164840138286534-0j)
(0.9924283230542834-0j)
(0.392462890560635-0j)
(-0.6459899888630665-0j)
(0.607537109439365+0j)
(-0.8453594962883764+0j)
(0.507086153189321+0j)
(-0.44654286578181424+0j)
(-0.9720514821998091-0j)
(-0.657857704176132-0j)
(0.6912669863633443+0j)
(0.6894860666035234+0j)
(0.10002021407875601-0j)
(-0.4503556321683176-0j)
(-0.11113606732441504-0j)
(0.31051393339647654-0j)
(-0.8788045794890876-0j)
(-0.8788045794882969+0j)
(-0.4674103114512258+0j)
(-0.46741031145108625-0j)
(-0.669336254612914-0j)
(-0.6854648396971891+0j)
(0.31077011762686024+0j)
(0.28272345864231213-0j)
(-0.4508947240604601+0j)
(-0.3941624218006107-0j)
(-0.28458705668619855-0j)
(-0.28458705668442996+0j)
(0.22153971986839133+0j)
(0.22153971986946314-0j)
(-0.16370028993966762-0j)
(-0.16370028993949734+0j)
(-0.16145710770019953+0j)
(-0.16145710770006053-0j)
(-0.8928106884195075-0j)
(-0.8928106884177772+0j)
(-0.5864231512617937-0j)
(-0.5215696195039183+0j)
(0.161011733578756-0j)
(-0.5762631984292242-0j)
(-0.19191178234894926-0j)
(-0.48447954756800293+0j)
(0.8389882664212439+0j)
(0.14382550808316455+0j)
(0.1438255080832094-0j)
(-0.1679862101020583+0j)
(-0.1679862101021195-0j)
(0.7897429730854388+0j)
(0.7897429730847104-0j)
(-0.26623475495212073-0j)
(-0.26623475495328863+0j)
(0.14706438307698708-0.5242508240683517j)
(0.14706438307698708+0.5242508240683517j)
(0.2102570269145611-0j)
(0.21025702691528952+0j)
(0.9484205829123775-0j)
(0.9484205829122018+0j)
(0.21353420662402117+0j)
(0.21353420662439104-0j)
(-0.2715111177402966+0j)
(-0.2715111177408946-0j)
(0.9995444336382558+0.017128853803971104j)
(0.9995444336382558-0.017128853803971104j)
(0.30748980860038+0j)
(0.3074898085984817-0j)
(-0.4440220698830697+0j)
(-0.44402206987911136-0j)
(0.13000006892215793+0j)
(0.13000006892002525-0j)
(-0.1494253784148017+0j)
(-0.149425378411984-0j)
(0.869999931077842-0j)
(0.8699999310799749+0j)
(0.13771456568696258-0j)
(0.13771456568608706+0j)
(-0.15970879271045696+0j)
(-0.15970879271163446-0j)
(0.8622854343139129-0j)
(0.8622854343130374+0j)
(-0.6122256786397848+0j)
(-0.6122256786299801-0j)
(0.3797394414101075-0j)
(0.37973944141387966+0j)
(0.5743393350003936-0j)
(0.5743393349997298+0j)
(0.7968827072024134+0j)
(0.7968827072024649-0j)
(0.5981626885120381+0j)
(0.598162688513115-0j)
(-0.6717859859958062-0j)
(-0.6717859859927966+0j)
(0.4018373114879618-0j)
(0.40183731148688506+0j)
(-0.13393012182253033+0j)
(-0.13393012181073372-0j)
(0.11811144199685368-0j)
(0.11811144200602826+0j)
(0.9195358908961657+0j)
(0.9195358908969439-0j)
(-0.08750513155654542-0j)
(0.17027036677253365-0j)
(-0.20521186655732573-0j)
(0.08046410910383417-0j)
(0.8297296332274664+0j)
(0.8486813808355409-0j)
(-0.17829850233721808+0j)
(0.08552299247693797+0j)
(0.15131861916445918+0j)
(-0.09352120586233675+0j)
(0.914477007523062-0j)
(0.9144770075253046+0j)
(0.6775578224685614+0j)
(0.6775578224665215-0j)
(0.5722815459770789-0j)
(0.5722815459720105+0j)
(-0.7473916589456278-0j)
(-0.7473916589301522+0j)
(0.42771845402292114+0j)
(0.42771845402798947-0j)
(-0.39160816844248636+0j)
(-0.9023236644145731+0j)
(-0.5464491088578808-0j)
(-0.9743802161149602+0j)
(0.6997244051994314+0j)
(-0.42913408846299395-0j)
(-0.42913408846260526+0j)
(-0.7455221525442207+0j)
(-0.7455221525481175-0j)
(-0.5804804835016523+0j)
(-0.5804804835030677-0j)
(-0.7811332361176652-0j)
(-0.7811332361218831+0j)
(-0.7007250701967489+0j)
(-0.7007250701974554-0j)
(0.8923633765476544+0j)
(0.8923633765472316-0j)
(0.46935850842966914-0j)
(0.46935850843380134+0j)
(-0.8845115127512561+0j)
(-0.8845115127365811-0j)
(0.5306414915661987-0j)
(-0.5435583383522437-0j)
(-0.9044277111572372+0j)
(-0.6341751310751866-0j)
(-0.7488591848666665-0j)
(-0.7599170572273911-0j)
(-0.7599170572304319+0j)
(0.4317914040929746-0j)
(0.4317914040939563+0j)
(-0.4980127667623925+0j)
(-0.49801276675933404-0j)
(-0.3499857352050185+0j)
(-0.3499857352046099-0j)
(-0.9109602203387701+0j)
(-0.9109602203432554-0j)
(0.7177798328242274-0j)
(0.7177798328279281+0j)
(-0.39318486570642297+0j)
(-0.39318486569924-0j)
(0.2822201671720719-0j)
(0.2822201671757726+0j)
(0.07052412522294607-0j)
(0.07052412522189963+0j)
(-0.0758751540901869+0j)
(-0.07587515409139817-0j)
(-0.21378332019484786-0.7271394729832111j)
(-0.21378332019484786+0.7271394729832111j)
(0.03630493820682401-0j)
(0.03630493821405591+0j)
(-0.03767264111457657-0j)
(-0.03767264112236362+0j)
(0.9636950617931761+0j)
(0.9636950617859441-0j)
(-0.7054482462468532+0j)
(-0.7054482462451768-0j)
(0.8793101084862002-0j)
(0.8793101084864231+0j)
(0.16028556772386107+0j)
(0.16028556772670677-0j)
(-0.19088104427285985+0j)
(-0.19088104427689565-0j)
(-0.07638512739389375+0j)
(-0.0763851273940192-0j)
(0.07096449537428558+0j)
(0.07096449537439384-0j)
(-0.5408202692400773+0j)
(-0.540820269240212-0j)
(-0.46536438639825306+0j)
(-0.5937347087856045-0j)
(0.880541071544146-0j)
(0.05344427655815058+0j)
(-0.135665367938337+0j)
(-0.05646183867952056+0j)
(0.1194589284558541+0j)
(0.4928741365415281-0j)
(0.49287413654045925+0j)
(-0.9718970615701782-0j)
(-0.9718970615660218+0j)
(-0.5090278833683852-0j)
(-0.5090278833744082+0j)
(0.6626782785244849-0j)
(0.6626782785271299+0j)
(-0.3761566958198149+0j)
(-0.37615669581895445-0j)
(-0.3360921158552531-0j)
(-0.3360921158552012+0j)
(0.40497768157677916-0j)
(0.40497768157758185+0j)
